Rn,seasonType,leagueId,eventId,date,venueId,attendance,homeTeamId,awayTeamId,homeTeamWinner,awayTeamWinner,homeTeamScore,awayTeamScore,homeTeamShootoutScore,awayTeamShootoutScore,statusId,updateTime
40,12282,5336,701208,2024-05-22 09:45:00,4112,78419,361,367,True,False,1,1,5,4,47,2024-05-23 02:31:05
41,12282,5336,701633,2024-05-31 11:00:00,-1,56522,104,103,True,False,5,2,0,0,28,2024-06-29 02:10:39
42,12282,19834,704278,2024-06-29 07:30:00,8483,50,436,12603,True,False,2,1,0,0,28,2024-07-13 06:11:09
43,12282,19834,707620,2024-06-29 15:00:00,4117,0,2790,136,True,False,3,0,0,0,28,2024-07-13 06:11:10
44,12282,19834,703914,2024-07-05 12:00:00,5226,0,139,2565,False,True,0,1,0,0,28,2024-07-18 05:05:00
45,12282,19834,712562,2024-07-06 07:00:00,8550,0,1895,20041,False,False,0,0,0,0,28,2024-07-18 05:05:20
46,12282,19834,711431,2024-07-06 09:00:00,9484,0,21173,22205,True,False,5,1,0,0,28,2024-10-14 04:39:18
47,12282,19834,702695,2024-07-06 12:30:00,9961,2500,4426,142,False,True,0,4,0,0,28,2024-07-18 05:05:21
48,12282,19834,712566,2024-07-06 12:30:00,5225,0,148,441,False,True,0,3,0,0,28,2024-07-18 05:05:21
49,12282,19834,711225,2024-07-06 13:00:00,10003,0,22315,2790,False,True,1,8,0,0,28,2024-07-18 05:05:22
50,12282,19834,704226,2024-07-06 17:00:00,6711,7000,11485,436,False,False,1,1,0,0,28,2024-07-18 05:05:23
51,12282,19834,705908,2024-07-09 16:00:00,9988,1000,139,936,True,False,4,0,0,0,28,2024-07-23 10:35:00
52,12282,19834,707340,2024-07-09 21:30:00,4217,25000,16,5484,False,False,1,1,0,0,28,2024-07-18 05:06:37
53,12282,19834,711284,2024-07-10 16:30:00,8852,0,997,22316,True,False,2,1,0,0,28,2024-07-17 05:06:40
54,12282,19834,704227,2024-07-10 17:00:00,6264,5000,436,489,False,True,0,1,0,0,28,2024-07-24 10:34:53
55,12282,19834,705901,2024-07-10 17:00:00,5344,0,17483,21629,False,True,1,2,0,0,28,2024-07-17 05:06:41
56,12282,19834,711231,2024-07-11 17:30:00,7303,9230,4411,432,True,False,3,2,0,0,28,2024-07-17 05:06:51
57,12282,5336,702923,2024-07-12 16:00:00,-1,0,124,2997,False,False,0,0,0,0,1,2024-06-29 02:22:01
58,12282,19834,702696,2024-07-13 11:00:00,5225,0,148,570,False,False,1,1,0,0,28,2024-07-18 05:07:54
59,12282,19834,702924,2024-07-13 11:00:00,322,30000,142,938,True,False,3,1,0,0,28,2024-07-24 10:36:03
60,12282,19834,705909,2024-07-13 14:00:00,9991,1000,139,257,True,False,2,1,0,0,28,2024-07-24 10:36:04
61,12282,19834,711432,2024-07-13 14:00:00,10055,0,21173,22269,True,False,4,0,0,0,28,2024-08-10 08:06:20
62,12282,19834,712567,2024-07-13 14:00:00,5922,0,2790,433,False,False,2,2,0,0,28,2024-07-17 05:07:36
63,12282,19834,705902,2024-07-13 15:00:00,5344,0,170,21629,False,True,0,1,0,0,28,2024-07-18 05:07:56
64,12282,19834,712563,2024-07-13 15:30:00,9105,0,1895,597,False,False,0,0,0,0,6,2024-07-18 05:07:56
65,12282,19834,704200,2024-07-13 16:30:00,6264,2000,180,436,False,True,0,4,0,0,28,2024-07-24 10:36:07
66,12282,19834,706045,2024-07-13 16:30:00,10054,0,22298,997,False,True,1,3,0,0,28,2024-08-10 08:06:20
67,12282,19834,715286,2024-07-13 17:00:00,2192,2748,7672,115,True,False,3,1,0,0,28,2024-07-18 05:07:59
68,12282,19834,707341,2024-07-13 20:30:00,4217,40000,16,2675,True,False,3,1,0,0,28,2024-07-24 10:36:09
69,12282,19834,712955,2024-07-15 14:00:00,10010,0,371,622,False,False,2,2,0,0,28,2024-07-18 05:09:22
70,12282,19834,700485,2024-07-15 16:00:00,1789,20000,438,360,True,False,1,0,0,0,28,2024-07-24 10:37:42
71,12282,19834,711232,2024-07-15 17:30:00,7303,4000,432,9707,False,True,2,5,0,0,28,2024-07-24 10:37:42
72,12282,19834,715390,2024-07-15 18:55:00,9249,0,243,7085,False,True,0,2,0,0,28,2024-07-17 05:08:50
73,12282,19834,702925,2024-07-17 16:00:00,4384,15700,3849,124,False,False,1,1,0,0,28,2024-07-18 05:09:59
74,12282,19834,705903,2024-07-17 16:00:00,5344,0,6732,21629,False,True,1,2,0,0,28,2024-07-18 05:10:00
75,12282,19834,712949,2024-07-17 16:00:00,4117,0,2790,2988,True,False,1,0,0,0,28,2024-07-18 05:09:59
76,12282,19834,712564,2024-07-17 16:30:00,4885,100,1895,493,False,True,0,1,0,0,28,2024-07-18 05:10:00
77,12282,19834,702926,2024-07-17 18:00:00,236,15646,262,367,False,True,1,5,0,0,28,2024-07-18 05:10:01
78,12282,19834,711236,2024-07-18 16:30:00,6906,1000,139,8365,True,False,2,1,0,0,28,2024-07-24 10:38:50
79,12282,19834,711233,2024-07-18 17:30:00,7303,1000,432,8102,True,False,4,1,0,0,28,2024-07-19 05:10:01
80,12282,19834,715541,2024-07-18 17:30:00,1810,40000,436,306,True,False,5,1,0,0,28,2024-07-24 10:38:51
81,12282,19834,712956,2024-07-19 11:00:00,9235,0,384,372,False,False,1,1,0,0,28,2024-07-20 05:11:39
82,12282,19834,711237,2024-07-19 13:00:00,10033,0,139,435,True,False,1,0,0,0,28,2024-07-20 05:11:40
83,12282,19834,716240,2024-07-19 17:00:00,6987,0,366,393,False,False,1,1,0,0,28,2024-08-10 08:06:21
84,12282,19834,715176,2024-07-19 19:30:00,7666,0,552,817,False,True,0,1,0,0,28,2024-07-20 05:11:41
85,12282,19834,702697,2024-07-20 11:00:00,10050,0,142,3610,True,False,1,0,0,0,45,2024-08-08 08:06:03
86,12282,19834,715043,2024-07-20 12:00:00,8528,0,3802,337,False,True,2,5,0,0,28,2024-07-21 05:11:49
87,12282,19834,715056,2024-07-20 12:00:00,4408,0,244,22322,True,False,5,1,0,0,28,2024-07-21 05:11:49
88,12282,19834,715879,2024-07-20 12:00:00,-1,0,3307,148,False,False,0,0,0,0,1,2024-07-19 05:10:49
89,12282,19834,702834,2024-07-20 14:00:00,4089,17000,334,367,False,True,0,2,0,0,28,2024-07-21 05:11:50
90,12282,19834,712950,2024-07-20 14:00:00,5922,0,2790,399,True,False,4,0,0,0,28,2024-07-22 10:39:59
91,12282,19834,701271,2024-07-20 15:15:00,7421,56574,257,360,False,True,0,2,0,0,28,2024-07-21 05:11:51
92,12282,19834,702835,2024-07-20 15:30:00,6736,24500,519,103,False,False,1,1,0,0,28,2024-07-21 05:11:51
93,12282,19834,712565,2024-07-20 16:00:00,10011,0,21846,1895,False,True,1,5,0,0,28,2024-07-21 05:11:52
94,12282,19834,715539,2024-07-20 16:30:00,7268,0,17544,115,False,True,1,2,0,0,28,2024-07-21 05:11:52
95,12282,19834,715177,2024-07-20 19:00:00,8493,0,20740,817,False,False,1,1,0,0,28,2024-07-21 05:11:53
96,12282,19834,715391,2024-07-20 23:00:00,10024,0,352,349,False,False,1,1,0,0,28,2024-07-21 05:11:53
97,12282,19834,711417,2024-07-21 13:00:00,7641,14114,8519,124,True,False,4,0,0,0,28,2024-07-22 10:40:52
98,12282,19834,716244,2024-07-21 17:00:00,6987,0,366,7320,True,False,2,1,0,0,28,2024-08-10 08:06:21
99,12282,19834,703336,2024-07-21 18:00:00,-1,0,21355,124,False,False,0,0,0,0,1,2024-07-18 05:11:45
100,12282,19834,716628,2024-07-22 16:30:00,8516,50,110,21980,True,False,2,1,0,0,28,2024-08-05 08:06:02
101,12282,19834,707618,2024-07-22 17:30:00,9254,12050,6937,104,False,False,1,1,0,0,28,2024-07-25 10:41:42
102,12282,19834,707621,2024-07-23 18:45:00,6294,0,302,375,False,True,1,2,0,0,28,2024-07-24 10:42:00
103,12282,19834,701272,2024-07-23 23:30:00,9551,30000,382,256,False,True,3,4,0,0,28,2024-07-25 10:41:54
104,12282,19834,702927,2024-07-24 10:15:00,1276,42500,7109,124,False,True,2,3,0,0,28,2024-07-28 10:40:51
105,12282,19834,716629,2024-07-24 15:00:00,8550,0,1895,20990,False,False,0,0,0,0,28,2024-07-25 10:42:21
106,12282,19834,715392,2024-07-24 15:50:00,7793,0,167,270,False,True,0,1,0,0,28,2024-07-25 10:42:21
107,12282,19834,715057,2024-07-24 16:30:00,10056,0,152,133,False,False,0,0,0,0,28,2024-08-10 08:06:22
108,12282,19834,717407,2024-07-24 16:30:00,10044,2750,22340,132,False,True,1,14,0,0,28,2024-08-07 08:06:36
109,12282,19834,711234,2024-07-24 17:30:00,7303,9000,432,113,True,False,2,1,0,0,28,2024-08-07 08:06:38
110,12282,19834,702928,2024-07-24 18:00:00,5,24000,148,3732,True,False,3,2,0,0,28,2024-07-29 10:40:45
111,12282,19834,715179,2024-07-24 19:00:00,4212,0,3719,817,True,False,1,0,0,0,28,2024-07-25 10:42:23
112,12282,19834,700486,2024-07-25 02:00:00,5960,15641,363,352,False,False,2,2,0,0,28,2024-07-25 10:42:24
113,12282,19834,711285,2024-07-25 02:30:00,1423,13000,359,349,True,False,1,1,5,4,47,2024-07-25 10:42:24
114,12282,19834,715044,2024-07-25 19:00:00,1470,0,1929,337,False,False,1,1,0,0,28,2024-07-26 10:42:17
115,12282,19834,706046,2024-07-26 12:00:00,-1,0,148,22299,False,True,2,3,0,0,28,2024-07-27 10:42:48
116,12282,19834,711430,2024-07-26 15:00:00,2316,33180,269,111,True,False,3,0,0,0,28,2024-07-27 10:42:49
117,12282,19834,716796,2024-07-26 15:00:00,10055,0,21173,21851,False,False,0,0,0,0,5,2024-08-10 08:06:22
118,12282,19834,715058,2024-07-26 16:55:00,5064,0,9705,131,False,True,1,2,0,0,28,2024-07-27 10:42:50
119,12282,19834,715551,2024-07-26 18:00:00,4957,0,375,2923,False,True,0,1,0,0,28,2024-07-27 10:42:50
120,12282,19834,702699,2024-07-26 23:30:00,1524,42679,364,244,True,False,1,0,0,0,28,2024-07-29 10:42:08
121,12282,19834,716798,2024-07-27 09:00:00,10039,0,21173,22333,True,False,4,3,0,0,28,2024-07-28 10:42:30
122,12282,19834,711246,2024-07-27 11:30:00,1502,0,2594,384,False,True,3,6,0,0,28,2024-07-28 10:42:31
123,12282,19834,716764,2024-07-27 13:25:00,10037,0,2428,138,True,False,3,2,0,0,28,2024-07-28 10:42:31
124,12282,19834,715059,2024-07-27 14:55:00,4305,0,598,257,False,False,4,4,0,0,28,2024-08-10 08:06:36
125,12282,19834,705904,2024-07-27 15:00:00,5344,0,10675,21629,False,False,2,2,0,0,28,2024-07-28 10:42:32
126,12282,19834,702698,2024-07-27 16:00:00,5,33000,148,94,True,False,2,1,0,0,28,2024-08-10 08:06:38
127,12282,19834,711418,2024-07-27 16:00:00,7349,4000,1068,100,True,False,1,1,5,3,47,2024-07-29 10:42:34
128,12282,19834,716797,2024-07-27 16:00:00,8772,0,104,179,False,True,0,1,0,0,28,2024-07-28 10:42:33
129,12282,19834,716627,2024-07-27 17:00:00,8614,6000,1895,996,True,False,2,0,0,0,28,2024-08-10 08:06:39
130,12282,19834,715060,2024-07-27 17:25:00,10022,0,96,1538,False,False,1,1,0,0,28,2024-07-28 10:42:35
131,12282,19834,712568,2024-07-27 17:30:00,2747,12000,110,98,True,False,3,0,0,0,28,2024-07-29 10:42:36
132,12282,19834,716241,2024-07-27 18:00:00,5344,0,346,366,False,False,0,0,0,0,1,2024-07-20 05:16:13
133,12282,19834,711235,2024-07-27 18:15:00,7303,14000,432,115,False,True,0,2,0,0,28,2024-08-10 08:06:41
134,12282,19834,701273,2024-07-27 20:00:00,8089,35000,363,256,False,True,1,4,0,0,28,2024-08-10 08:06:43
135,12282,19834,701274,2024-07-27 22:00:00,4896,46122,382,103,False,True,2,3,0,0,28,2024-07-28 10:42:38
136,12282,19834,715550,2024-07-27 23:30:00,10027,0,9727,352,False,True,1,4,0,0,28,2024-07-28 10:42:39
137,12282,19834,700487,2024-07-28 00:00:00,9115,62486,359,360,True,False,2,1,0,0,28,2024-07-28 10:42:39
138,12282,19834,702839,2024-07-28 13:30:00,9987,9500,20730,132,False,False,1,1,0,0,28,2024-07-30 06:43:47
139,12282,19834,715178,2024-07-28 17:30:00,1467,47316,437,817,True,False,4,0,0,0,28,2024-07-29 10:43:45
140,12282,19834,702929,2024-07-28 19:00:00,1470,54317,1929,142,True,False,5,0,0,0,28,2024-07-29 10:43:46
141,12282,19834,716630,2024-07-30 15:00:00,8550,0,1895,3607,True,False,2,1,0,0,28,2024-07-31 08:12:31
142,12282,19834,715061,2024-07-30 16:30:00,10022,0,96,245,True,False,5,2,0,0,28,2024-07-31 08:12:31
143,12282,19834,715180,2024-07-30 18:00:00,7666,0,817,22335,False,False,0,0,0,0,28,2024-07-31 08:12:32
144,12282,19834,716242,2024-07-30 18:00:00,-1,0,387,366,False,False,0,0,0,0,1,2024-07-28 10:44:39
145,12282,19834,715062,2024-07-30 18:45:00,253,0,368,388,False,True,0,3,0,0,28,2024-07-31 08:12:32
146,12282,19834,712953,2024-07-31 00:00:00,8390,0,17832,125,False,True,0,4,0,0,28,2024-07-31 08:12:32
147,12282,19834,701275,2024-07-31 00:20:00,2242,63237,83,382,True,False,2,2,0,0,28,2024-08-01 01:05:32
148,12282,19834,705906,2024-07-31 11:00:00,1279,0,21588,367,False,True,3,4,0,0,28,2024-08-01 01:05:53
149,12282,19834,705910,2024-07-31 12:00:00,-1,0,367,1068,False,False,0,0,0,0,1,2024-07-18 05:16:21
150,12282,19834,705905,2024-07-31 15:00:00,5344,0,177,21629,False,False,0,0,0,0,28,2024-08-01 01:05:54
151,12282,19834,702930,2024-07-31 17:30:00,322,47000,142,174,False,True,1,3,0,0,28,2024-08-14 08:06:10
152,12282,19834,700488,2024-07-31 23:30:00,1421,69879,364,359,True,False,2,1,0,0,28,2024-08-01 08:11:11
153,12282,19834,700489,2024-07-31 23:30:00,7485,38000,363,227,True,False,3,0,0,0,28,2024-08-14 08:06:10
154,12282,19834,711247,2024-08-01 00:00:00,7658,0,384,380,True,False,3,1,0,0,28,2024-08-01 08:11:11
155,12282,19834,701276,2024-08-01 00:30:00,1452,61568,86,103,False,True,1,0,0,0,28,2024-08-14 08:06:12
156,12282,19834,700702,2024-08-01 02:00:00,9195,26248,360,244,True,False,3,2,0,0,28,2024-08-14 08:06:13
157,12282,19834,712569,2024-08-02 17:30:00,3570,10000,3956,110,False,False,1,1,0,0,28,2024-08-03 08:15:37
158,12282,19834,702840,2024-08-03 11:00:00,1279,63496,132,367,True,False,2,1,0,0,28,2024-08-04 08:14:26
159,12282,19834,712954,2024-08-03 13:30:00,10029,0,3841,375,True,False,1,0,0,0,28,2024-08-04 08:14:26
160,12282,19834,715045,2024-08-03 14:00:00,203,0,395,337,False,False,1,1,0,0,28,2024-08-04 08:14:27
161,12282,19834,715387,2024-08-03 15:00:00,5760,8000,104,435,False,False,1,1,0,0,28,2024-08-14 08:07:43
162,12282,19834,715063,2024-08-03 16:50:00,2323,0,169,89,True,False,2,0,0,0,28,2024-08-04 08:14:28
163,12282,19834,706044,2024-08-03 18:00:00,5344,0,22297,21629,False,False,0,0,0,0,1,2024-07-18 05:16:57
164,12282,19834,716243,2024-08-03 18:00:00,-1,0,366,176,False,False,0,0,0,0,1,2024-07-27 10:46:41
165,12282,19834,711286,2024-08-03 19:00:00,2417,22000,111,6997,False,False,2,2,0,0,28,2024-08-14 08:07:45
166,12282,19834,715064,2024-08-03 19:00:00,4408,0,244,2276,True,False,4,1,0,0,28,2024-08-04 08:14:30
167,12282,19834,716815,2024-08-03 19:00:00,4154,8500,2922,1068,False,True,1,3,0,0,28,2024-08-14 08:07:44
168,12282,19834,701278,2024-08-03 21:30:00,2022,71280,382,363,True,False,4,2,0,0,28,2024-08-05 08:14:14
169,12282,19834,701277,2024-08-03 23:00:00,4727,82154,86,83,False,True,1,2,0,0,28,2024-08-14 08:07:47
170,12282,19834,711248,2024-08-03 23:00:00,3224,0,384,371,True,False,3,1,0,0,28,2024-08-04 08:14:31
171,12282,19834,700490,2024-08-03 23:45:00,9926,77559,360,364,False,True,0,3,0,0,28,2024-08-05 08:14:15
172,12282,19834,715540,2024-08-04 16:00:00,2594,0,115,105,True,False,4,1,0,0,28,2024-08-05 08:15:27
173,12282,19834,715388,2024-08-06 16:00:00,5587,0,388,104,False,False,0,0,0,0,5,2024-08-07 08:17:59
174,12282,19834,718092,2024-08-06 16:00:00,5587,0,397,104,False,True,0,4,0,0,28,2024-08-07 08:17:58
175,12282,19834,702931,2024-08-06 16:30:00,6394,0,124,102,False,False,2,2,0,0,28,2024-08-10 08:15:09
176,12282,19834,701280,2024-08-06 23:00:00,4418,62617,86,363,True,False,2,1,0,0,28,2024-08-07 08:18:00
177,12282,19834,701279,2024-08-06 23:30:00,3873,51337,83,103,False,True,2,2,3,4,47,2024-08-09 08:15:44
178,12282,19834,709741,2024-08-07 12:00:00,1621,14000,17686,1068,False,True,1,6,0,0,28,2024-08-15 08:09:56
179,12282,19834,705907,2024-08-07 15:30:00,5344,0,6851,21629,False,False,1,1,0,0,28,2024-08-08 08:16:05
180,12282,19834,715537,2024-08-07 16:30:00,4130,20000,3746,160,False,False,2,2,0,0,28,2024-08-08 08:16:05
181,12282,19834,707619,2024-08-07 17:00:00,2267,50000,359,131,True,False,4,1,0,0,28,2024-08-08 08:16:06
182,12282,19834,715065,2024-08-07 18:25:00,10023,0,112,376,False,False,1,1,0,0,28,2024-08-08 08:16:07
183,12282,19834,712570,2024-08-07 18:30:00,2470,11000,110,2276,False,True,0,2,0,0,28,2024-08-15 08:10:00
184,12282,19834,717817,2024-08-07 18:30:00,4408,0,3842,244,False,False,0,0,0,0,28,2024-08-08 08:16:07
185,12282,19834,715066,2024-08-08 18:25:00,4408,0,244,8618,False,False,0,0,0,0,1,2024-07-30 06:49:20
186,12282,19834,715067,2024-08-09 16:25:00,3861,0,270,105,True,False,3,0,0,0,28,2024-08-10 08:16:20
187,12282,19834,715046,2024-08-09 18:45:00,8480,0,337,138,False,False,4,4,0,0,28,2024-08-10 08:16:20
188,12282,19834,717345,2024-08-10 13:20:00,9656,0,134,93,True,False,4,0,0,0,28,2024-08-11 08:15:11
189,12282,19834,717346,2024-08-10 13:20:00,8842,0,126,109,False,True,0,2,0,0,28,2024-08-11 08:15:11
190,12282,19834,715068,2024-08-10 13:25:00,112,0,131,244,False,False,1,1,0,0,28,2024-08-11 08:15:12
191,12282,19834,717347,2024-08-10 13:50:00,136,0,380,101,False,True,0,1,0,0,28,2024-08-11 08:15:12
192,12282,19834,707622,2024-08-10 14:00:00,2325,0,175,375,True,False,3,0,0,0,28,2024-08-11 08:15:13
193,12282,19834,718099,2024-08-10 14:00:00,6660,0,371,85,True,False,2,2,0,0,28,2024-08-11 08:15:13
194,12282,19834,715069,2024-08-10 14:55:00,2323,0,169,137,True,False,1,0,0,0,28,2024-08-11 08:15:13
195,12282,19834,702932,2024-08-10 15:00:00,2315,81365,124,362,True,False,2,0,0,0,28,2024-08-11 08:15:14
196,12282,19834,715389,2024-08-10 16:00:00,-1,31324,368,104,False,False,1,1,0,0,28,2024-08-14 08:13:00
197,12282,19834,715538,2024-08-10 16:00:00,4237,35000,11420,160,False,False,1,1,0,0,28,2024-08-14 08:13:00
198,12282,19834,701540,2024-08-10 16:30:00,-1,61084,367,132,False,True,2,3,0,0,28,2024-08-14 08:13:01
199,12282,19834,707090,2024-08-11 11:30:00,192,59122,364,243,True,False,4,1,0,0,28,2024-08-12 08:16:05
200,12282,19834,710984,2024-08-11 13:00:00,3555,13767,1068,111,True,False,2,0,0,0,28,2024-08-12 08:16:06
201,12282,19834,711249,2024-08-11 14:00:00,135,0,384,165,False,False,1,1,0,0,28,2024-08-12 08:16:07
202,12282,19834,712571,2024-08-11 14:00:00,249,34471,363,110,False,False,1,1,0,0,28,2024-08-12 08:16:06
203,12282,19834,718515,2024-08-11 16:00:00,192,0,364,98,False,False,0,0,0,0,28,2024-08-12 08:16:07
204,12282,19834,716830,2024-08-13 16:00:00,6281,9581,132,18794,True,False,3,0,0,0,28,2024-08-14 08:16:22
205,12282,19834,718821,2024-08-20 09:30:00,8517,2200,132,492,True,False,4,0,0,0,28,2024-08-21 04:21:03
206,12282,19834,712952,2024-09-10 23:30:00,8390,0,17832,20724,True,False,4,2,0,0,28,2024-09-11 04:20:32
207,12282,19834,722606,2024-11-15 17:00:00,1810,47430,436,2533,True,False,2,1,0,0,28,2024-11-17 05:31:19
1,12283,5699,702333,2024-06-02 01:15:00,4908,0,234,183,True,False,3,0,0,0,28,2024-06-03 02:21:46
1,12284,9999,691327,2024-04-06 16:30:00,7485,50644,2765,2758,True,False,2,1,0,0,28,2024-03-31 02:52:25
2,12284,9999,697134,2024-04-06 19:30:00,7485,50644,2753,2752,True,False,1,1,4,2,47,2024-03-31 02:52:26
1,12285,3930,691330,2024-02-16 19:45:00,1234,0,615,7601,False,False,2,2,0,0,28,2024-02-17 03:37:09
2,12285,3930,691331,2024-02-16 19:45:00,3739,0,2712,6741,True,False,2,1,0,0,28,2024-02-17 03:37:09
3,12285,3930,691332,2024-02-16 19:45:00,6710,0,7587,7588,False,True,0,1,0,0,28,2024-02-17 03:37:10
4,12285,3930,691333,2024-02-16 19:45:00,7581,0,18968,20297,False,False,1,1,0,0,28,2024-02-17 03:37:10
5,12285,3930,691334,2024-02-16 19:45:00,4472,0,2564,2559,False,False,1,1,0,0,28,2024-02-17 03:37:10
6,12285,3930,691335,2024-02-23 19:45:00,6927,0,6741,18968,False,True,1,4,0,0,28,2024-02-24 03:45:46
7,12285,3930,691336,2024-02-23 19:45:00,3740,0,2559,7587,False,True,0,2,0,0,28,2024-02-24 03:45:46
8,12285,3930,691337,2024-02-23 19:45:00,2281,0,20297,2564,True,False,2,1,0,0,28,2024-02-24 03:45:47
9,12285,3930,691338,2024-02-23 19:45:00,1696,0,7588,615,False,True,0,1,0,0,28,2024-02-24 03:45:47
10,12285,3930,691339,2024-02-24 19:45:00,5822,0,7601,2712,False,False,0,0,0,0,28,2024-02-25 03:47:43
11,12285,3930,691341,2024-03-01 19:45:00,3739,0,2712,7588,True,False,2,1,0,0,28,2024-03-02 03:46:52
12,12285,3930,691342,2024-03-01 19:45:00,6710,0,7587,18968,True,False,2,1,0,0,28,2024-03-03 03:47:06
13,12285,3930,691343,2024-03-01 19:45:00,5822,0,7601,20297,False,True,0,1,0,0,28,2024-03-02 03:46:52
14,12285,3930,691345,2024-03-04 19:45:00,7581,0,18968,7588,True,False,3,1,0,0,28,2024-03-05 03:45:14
15,12285,3930,691346,2024-03-04 19:45:00,6927,0,6741,615,True,False,2,1,0,0,28,2024-03-05 03:45:12
16,12285,3930,691347,2024-03-04 19:45:00,3740,0,2559,7601,False,True,0,5,0,0,28,2024-03-05 03:45:12
17,12285,3930,691348,2024-03-04 19:45:00,2281,0,20297,7587,True,False,1,0,0,0,28,2024-03-05 03:45:14
18,12285,3930,691349,2024-03-04 19:45:00,4472,0,2564,2712,False,False,2,2,0,0,28,2024-03-05 03:45:13
19,12285,3930,691350,2024-03-08 19:45:00,1234,0,615,20297,False,True,0,2,0,0,28,2024-03-09 03:47:29
20,12285,3930,691351,2024-03-08 19:45:00,3739,0,2712,18968,True,False,3,0,0,0,28,2024-03-09 03:47:29
21,12285,3930,691352,2024-03-08 19:45:00,6710,0,7587,6741,False,False,0,0,0,0,28,2024-03-09 03:47:30
22,12285,3930,691353,2024-03-08 19:45:00,1696,0,7588,2559,True,False,1,0,0,0,28,2024-03-09 03:47:30
23,12285,3930,691354,2024-03-09 19:45:00,5822,0,7601,2564,False,False,0,0,0,0,28,2024-03-10 03:50:33
24,12285,3930,691355,2024-03-15 19:45:00,1234,0,615,2712,True,False,2,1,0,0,28,2024-03-16 02:47:09
25,12285,3930,691356,2024-03-15 19:45:00,3740,0,2559,18968,False,False,0,0,0,0,28,2024-03-16 02:47:10
26,12285,3930,691357,2024-03-15 19:45:00,6710,0,7587,2564,False,True,0,1,0,0,28,2024-03-16 02:47:10
27,12285,3930,691358,2024-03-15 19:45:00,1696,0,7588,20297,False,True,1,2,0,0,28,2024-03-16 02:47:11
28,12285,3930,691359,2024-03-16 19:45:00,5822,0,7601,6741,True,False,3,1,0,0,28,2024-03-17 02:51:40
29,12285,3930,691360,2024-03-29 19:45:00,3739,0,2712,7587,False,True,0,1,0,0,28,2024-03-30 02:42:37
30,12285,3930,691361,2024-03-29 19:45:00,6927,0,6741,7588,False,False,0,0,0,0,28,2024-03-30 02:42:37
31,12285,3930,691362,2024-03-29 19:45:00,2281,0,20297,2559,True,False,2,1,0,0,28,2024-03-30 02:42:38
32,12285,3930,691363,2024-03-29 19:45:00,7581,0,18968,7601,False,True,0,1,0,0,28,2024-03-30 02:42:39
33,12285,3930,691364,2024-03-29 19:45:00,4472,0,2564,615,True,False,3,1,0,0,28,2024-03-30 02:42:38
34,12285,3930,691366,2024-04-01 12:00:00,3740,0,2559,6741,False,False,0,0,0,0,28,2024-03-31 02:48:17
35,12285,3930,691365,2024-04-01 16:00:00,2281,0,20297,2712,False,False,0,0,0,0,28,2024-03-31 02:48:17
36,12285,3930,691368,2024-04-01 16:00:00,1696,0,7588,7601,True,False,3,0,0,0,28,2024-03-31 02:48:18
37,12285,3930,691369,2024-04-01 16:00:00,7581,0,18968,2564,False,True,1,2,0,0,28,2024-03-31 02:48:18
38,12285,3930,691367,2024-04-01 18:45:00,6710,0,7587,615,False,True,0,2,0,0,28,2024-03-31 02:48:19
39,12285,3930,691370,2024-04-05 18:45:00,1234,0,615,18968,False,True,0,1,0,0,28,2024-03-31 02:50:53
40,12285,3930,691371,2024-04-05 18:45:00,3739,0,2712,2559,True,False,4,1,0,0,28,2024-03-31 02:50:53
41,12285,3930,691372,2024-04-05 18:45:00,6927,0,6741,20297,False,False,2,2,0,0,28,2024-03-31 02:50:54
42,12285,3930,691373,2024-04-05 18:45:00,1696,0,7588,2564,True,False,2,1,0,0,28,2024-03-31 02:50:54
43,12285,3930,691375,2024-04-12 18:45:00,2281,0,20297,615,False,True,1,2,0,0,28,2024-03-31 02:57:56
44,12285,3930,691376,2024-04-12 18:45:00,6927,0,6741,2712,False,False,2,2,0,0,28,2024-03-31 02:57:55
45,12285,3930,691377,2024-04-12 18:45:00,3740,0,2559,7588,False,False,0,0,0,0,28,2024-03-31 02:57:55
46,12285,3930,691378,2024-04-12 18:45:00,7581,0,18968,7587,False,False,0,0,0,0,28,2024-03-31 02:57:56
47,12285,3930,691379,2024-04-12 19:00:00,4472,0,2564,7601,True,False,3,0,0,0,28,2024-03-31 02:57:57
48,12285,3930,691340,2024-04-15 18:45:00,1234,0,615,2559,True,False,1,0,0,0,28,2024-04-16 02:45:25
49,12285,3930,691380,2024-04-19 18:45:00,1234,0,615,6741,True,False,1,0,0,0,28,2024-04-20 02:45:34
50,12285,3930,691381,2024-04-19 18:45:00,3739,0,2712,2564,False,True,1,3,0,0,28,2024-04-20 02:45:35
51,12285,3930,691382,2024-04-19 18:45:00,6710,0,7587,20297,True,False,1,0,0,0,28,2024-04-20 02:45:35
52,12285,3930,691383,2024-04-19 18:45:00,1696,0,7588,18968,False,False,1,1,0,0,28,2024-04-20 02:45:36
53,12285,3930,691384,2024-04-19 18:45:00,5822,0,7601,2559,False,False,1,1,0,0,28,2024-04-20 02:45:35
54,12285,3930,691374,2024-04-22 18:45:00,5822,0,7601,7587,False,False,0,0,0,0,28,2024-04-23 02:41:28
55,12285,3930,691385,2024-04-22 18:45:00,3739,0,2712,7588,True,False,3,1,0,0,28,2024-04-23 02:41:28
56,12285,3930,691386,2024-04-22 18:45:00,2281,0,20297,2564,False,False,0,0,0,0,28,2024-04-23 02:41:28
